id;title;imdbID;rtAllCriticsRating;rtAllCriticsNumReviews;rtAllCriticsNumFresh;rtAllCriticsNumRotten;rtAllCriticsScore;rtTopCriticsRating;rtTopCriticsNumReviews;rtTopCriticsNumFresh;rtTopCriticsNumRotten;rtTopCriticsScore;rtAudienceRating;rtAudienceNumRatings;rtAudienceScore
318;The Shawshank Redemption;111161;8;57;50;7;87;7.9;11;10;1;90;4.4;168839;98
319;Shallow Grave;111149;6.4;42;30;12;71;5.4;10;5;5;50;3.6;9041;81
320;Suture;108260;6.2;11;7;4;63;0;3;0;3;0;3.6;236;74
321;Fresa y chocolate;106966;6.6;19;15;4;78;0;2;2;0;100;3.9;848;83
322;Swimming with Sharks;114594;6.3;33;25;8;75;5.4;10;5;5;50;3.6;2888;78
324;The Sum of Us;111309;6.5;13;9;4;69;0;2;1;1;50;3.6;1056;74
325;Senior Trip;113936;2.6;7;0;7;0;0;1;0;1;0;3;1370;53
326;Huozhe;110081;8.1;14;12;2;85;0;3;3;0;100;4.3;1836;95
327;Tank Girl;114614;4.9;33;14;19;42;5.3;9;4;5;44;2.8;7013;61
328;Tales from the Crypt: Demon Knight;114608;4;23;7;16;30;3.4;7;1;6;14;3.2;4989;63
329;Star Trek: Generations;111280;5.5;44;20;24;45;6.4;9;6;3;66;3.3;15342;62
330;Tales from the Hood;114609;4.3;15;5;10;33;0;2;1;1;50;3.1;2119;58
331;Tom & Viv;111454;4.8;11;4;7;36;0;2;1;1;50;3.4;351;59
332;Village of the Damned;114852;4;30;9;21;30;4.2;5;2;3;40;2.7;4194;36
333;Tommy Boy;114694;5.2;38;17;21;44;3.6;6;1;5;16;3.6;34476;89
334;Vanya on 42nd Street;111590;7.6;32;28;4;87;7.7;9;8;1;88;3.7;466;73
335;Underneath;114788;5.7;19;10;9;52;5.8;8;3;5;37;3;405;36
336;Incubo sulla città contaminata;80931;0;4;2;2;50;0;0;0;0;0;0;0;0
337;What's Eating Gilbert Grape;108550;7.3;42;37;5;88;5.8;9;6;3;66;3.7;57512;86
338;Virtuosity;114857;4.3;29;10;19;34;4;8;2;6;25;2.8;4167;37
339;While You Were Sleeping;114924;6.5;41;35;6;85;6.5;13;11;2;84;3.2;25923;75
340;War;499556;0;0;0;0;0;0;0;0;0;0;0;0;0
341;Double Happiness;109655;7;10;7;3;70;0;2;2;0;100;3.4;627;61
342;Muriel's Wedding;110598;7.1;32;29;3;90;0;4;4;0;100;3.4;8356;78
343;The Baby-Sitters Club;112435;6;15;9;6;60;6.1;7;3;4;42;2.9;1930;46
344;Ace Ventura: Pet Detective;109040;4.6;37;18;19;48;0;2;0;2;0;3.1;163811;57
345;The Adventures of Priscilla, Queen of the Desert;109045;7;29;27;2;93;7;6;5;1;83;3.7;8695;84
346;Backbeat;106339;6.2;34;25;9;73;6.5;9;6;3;66;3.3;926;67
347;Bitter Moon;104779;6.2;29;19;10;65;4.7;8;3;5;37;3.8;3436;79
348;Bullets Over Broadway;109348;7.9;54;52;2;96;8.2;12;12;0;100;3.6;3913;79
349;Clear and Present Danger;109444;6.8;37;29;8;78;7.1;9;7;2;77;3.3;11095;69
350;The Client;109446;6.1;35;28;7;80;6.2;7;5;2;71;3.3;7408;67
351;Corrina, Corrina;109484;5.2;16;6;10;37;0;3;0;3;0;3.1;4265;65
352;Crooklyn;109504;6.6;24;18;6;75;6.8;7;6;1;85;4.1;3115;87
353;The Crow;109506;7;40;33;7;82;6.9;8;6;2;75;3.8;64467;87
354;Cobb;109450;6.2;32;21;11;65;5.2;8;4;4;50;3.2;875;57
355;The Flintstones;109813;3.7;40;8;32;20;4.5;7;2;5;28;2.5;11823;35
356;Forrest Gump;109830;6.9;53;37;16;69;7;13;9;4;69;4.1;205253;93
357;Four Weddings and a Funeral;109831;7.5;49;47;2;95;7.3;9;8;1;88;3.2;21524;68
358;Higher Learning;113305;5.3;34;17;17;50;4.6;11;4;7;36;3.5;4026;77
359;I Like It Like That;110091;7.4;9;7;2;77;0;3;3;0;100;4;625;85
360;I Love Trouble;110093;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
361;It Could Happen to You;110167;6.2;34;23;11;67;6.2;8;6;2;75;3;6180;53
362;The Jungle Book;61852;7.3;27;24;3;88;0;2;1;1;50;3.5;35715;70
363;Die Macht der Bilder: Leni Riefenstahl;107472;7.6;22;21;1;95;0;4;3;1;75;3.7;257;81
364;The Lion King;110357;8;61;56;5;91;7.8;13;13;0;100;3.9;127550;89
365;Little Buddha;107426;5.8;22;14;8;63;6.4;7;4;3;57;3.1;2898;50
366;New Nightmare;111686;6.6;31;25;6;80;6.3;9;7;2;77;3.2;11902;65
367;The Mask;110475;6.4;44;33;11;75;6.1;9;5;4;55;3.2;68419;66
368;Maverick;110478;6;37;26;11;70;7.4;6;6;0;100;3.2;11507;68
369;Mrs. Parker and the Vicious Circle;110588;6.3;24;17;7;70;0;3;2;1;66;3.5;634;62
370;Naked Gun 33 1/3: The Final Insult;110622;5.6;32;17;15;53;7;7;6;1;85;2.9;10482;59
371;The Paper;110771;6.7;31;27;4;87;6.9;7;6;1;85;3.1;1357;54
372;Reality Bites;110950;6;42;27;15;64;6.1;9;5;4;55;3.3;10533;74
373;Red Rock West;105226;7.5;37;35;2;94;7.2;8;7;1;87;0;0;0
374;Ri¢hie Ri¢h;110989;4.2;20;5;15;25;4.8;5;2;3;40;2.5;10242;38
375;Safe Passage;111054;5.8;12;6;6;50;0;3;1;2;33;3.4;310;59
376;The River Wild;110997;5.8;27;15;12;55;5.8;6;3;3;50;2.9;5610;50
377;Speed;111257;7.6;41;37;4;90;7.1;9;7;2;77;3.3;51008;72
378;Speechless;111256;3.9;25;3;22;12;3.8;6;0;6;0;2.8;683;34
379;Timecop;111438;5.3;38;18;20;47;5.1;9;4;5;44;2.6;6534;38
380;True Lies;111503;6.4;45;31;14;68;5.4;9;5;4;55;3.2;27905;70
381;When a Man Loves a Woman;111693;6.5;19;13;6;68;0;3;2;1;66;3.3;6791;76
382;Wolf;111742;5.9;48;29;19;60;5.9;8;5;3;62;2.8;6634;43
383;Wyatt Earp;111756;5.3;26;11;15;42;0;3;0;3;0;3.2;8070;63
384;Bad Company;280486;3.9;134;14;120;10;4;31;5;26;16;2.8;6415;42
385;A Man of No Importance;110455;7;12;10;2;83;0;3;2;1;66;3.6;111;62
386;S.F.W.;111048;3.2;16;2;14;12;0;2;0;2;0;3;1184;49
387;A Low Down Dirty Shame;110399;3.6;20;0;20;0;3.5;6;0;6;0;2.9;3460;58
388;This Boy's Life;108330;6.3;34;26;8;76;5;10;4;6;40;3.5;5072;76
389;Le colonel Chabert;109454;7.1;6;5;1;83;0;1;1;0;100;3.6;142;59
390;Faster, Pussycat! Kill! Kill!;59170;6.9;25;18;7;72;0;3;2;1;66;3.8;3351;77
391;Jason's Lyric;110186;6;14;10;4;71;0;3;2;1;66;4;2470;87
392;The Secret Adventures of Tom Thumb;108069;6.3;5;4;1;80;0;0;0;0;0;0;0;0
393;Street Fighter;111301;2.9;24;3;21;12;0;4;0;4;0;2.2;10305;25
394;In Cold Blood;61809;8.3;25;22;3;88;7.8;5;4;1;80;3.8;2614;83
395;Desert Winds;112849;4.3;9;2;7;22;4.5;6;2;4;33;4;36;100
396;Fall Time;113014;0;3;0;3;0;0;0;0;0;0;0;0;0
397;Cape Fear;101540;6.9;38;29;9;76;8.3;6;6;0;100;3.4;13943;74
398;Frank and Ollie;113104;7.3;8;7;1;87;0;1;1;0;100;3.9;177;83
401;Mirage;59448;0;3;2;1;66;0;0;0;0;0;0;0;0
402;Open Season;400717;5.4;98;46;52;46;5.7;24;13;11;54;3.4;91895;66
404;Brother Minister: The Assassination of Malcolm X;109339;0;1;1;0;100;0;1;1;0;100;4.2;76;90
405;Highlander III: The Sorcerer;110027;0;0;0;0;0;0;0;0;0;0;0;0;0
406;Federal Hill;109785;6.4;15;12;3;80;6.2;9;6;3;66;3;131;41
407;In the Mouth of Madness;113409;5;29;14;15;48;4.6;7;2;5;28;3.5;5731;73
408;8 Seconds;109021;5.2;12;4;8;33;0;2;0;2;0;3.6;7861;89
409;Above the Rim;109035;5.4;18;10;8;55;5;6;3;3;50;3.5;4319;84
410;Addams Family Values;106220;6.3;35;26;9;74;5.5;7;4;3;57;3.1;21548;57
412;The Age of Innocence;106226;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
413;Airheads;109068;4.2;31;7;24;22;4.6;8;3;5;37;2.9;13551;51
414;The Air Up There;109067;4;26;6;20;23;3;6;0;6;0;2.6;2385;33
415;Another Stakeout;106292;3.9;21;3;18;14;0;3;1;2;33;2.5;1861;31
416;Bad Girls;109198;3.5;21;2;19;9;0;4;0;4;0;2.8;5946;49
417;Vicky Cristina Barcelona;497465;6.9;188;154;34;81;7.2;35;29;6;82;3.6;45494;73
418;Being Human;1349938;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
419;The Beverly Hillbillies;106400;3.6;28;7;21;25;4.2;8;3;5;37;2.5;4897;40
420;Beverly Hills Cop III;109254;3.3;30;3;27;10;2.9;6;0;6;0;2.9;12777;50
421;Black Beauty;109279;0;0;0;0;0;0;0;0;0;0;0;0;0
423;Blown Away;109303;4.8;18;5;13;27;0;3;0;3;0;2.9;3591;46
424;Blue Chips;109305;5.1;26;10;16;38;4.6;8;3;5;37;3;1545;50
425;Blue Sky;109306;6.3;18;13;5;72;0;3;2;1;66;3.2;809;52
426;Invasion of the Body Snatchers;49366;8.9;36;36;0;100;0;2;2;0;100;3.6;3820;81
427;Boxing Helena;106471;3.7;30;6;24;20;3.4;7;1;6;14;2.6;1775;39
428;A Bronx Tale;106489;7.4;26;25;1;96;0;3;3;0;100;3.9;17840;89
429;Cabin Boy;109361;4.9;23;10;13;43;0;2;0;2;0;2.4;1694;36
430;Calendar Girls;337909;6.5;118;87;31;73;6.5;33;23;10;69;3.1;8453;59
431;Carlito's Way;106519;6.8;33;27;6;81;0;4;2;2;50;3.8;32475;88
432;City Slickers II: The Legend of Curly's Gold;109439;3.6;21;4;17;19;0;3;0;3;0;2.7;5885;34
433;Clean Slate;109443;4.1;16;3;13;18;0;2;0;2;0;2.5;630;33
434;Cliffhanger;106582;6.3;33;27;6;81;6.2;7;5;2;71;2.8;9768;47
435;Coneheads;106598;4.5;27;9;18;33;4.7;8;3;5;37;2.6;9202;37
436;Color of Night;109456;3.9;26;8;18;30;0;3;0;3;0;2.7;3955;40
437;Cops and Robbersons;109480;3.5;19;3;16;15;2.6;6;0;6;0;2.5;1201;26
438;The Cowboy Way;109493;4.2;12;2;10;16;0;2;0;2;0;3;2782;61
440;Dave;106673;7.4;37;36;1;97;7.5;9;9;0;100;3.1;4985;63
441;Dazed and Confused;106677;7.9;41;40;1;97;7.6;7;6;1;85;3.8;45956;89
442;Demolition Man;106697;5.6;32;20;12;62;4.2;8;3;5;37;3;16135;60
443;The Endless Summer 2;109729;5.8;14;8;6;57;5;5;2;3;40;4;802;89
444;Even Cowgirls Get the Blues;106834;3.2;17;4;13;23;0;3;0;3;0;2.6;1583;31
445;Fatal Instinct;106873;4.2;20;4;16;20;3.6;8;1;7;12;2.6;808;36
446;Ba wang bie ji;106332;7.4;33;29;4;87;7.2;10;8;2;80;4.1;4321;91
447;The Favor;109783;4.9;10;3;7;30;0;3;0;3;0;2.8;891;23
448;Huo Yuan Jia;446059;0;0;0;0;0;0;0;0;0;0;0;0;0
449;Fear of a Black Hat;106880;7;19;16;3;84;7.2;8;8;0;100;3.8;898;81
450;With Honors;111732;4;21;4;17;19;0;3;0;3;0;3.3;3484;72
451;Flesh and Bone;106926;6.1;23;16;7;69;0;3;1;2;33;3;851;40
452;Widows' Peak;111712;7.1;15;15;0;100;0;3;3;0;100;3.2;348;46
453;For Love or Money;106941;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
454;The Firm;106918;6.2;50;38;12;76;5;9;4;5;44;3.2;11507;61
455;Free Willy;106965;5.5;21;11;10;52;0;3;2;1;66;2.9;19451;48
456;Fresh;109842;7.5;19;17;2;89;0;3;3;0;100;4;1823;90
457;The Fugitive;106977;7.6;52;49;3;94;8;9;9;0;100;3.6;28862;82
458;Geronimo: An American Legend;107004;6.2;17;9;8;52;0;3;1;2;33;3.2;1686;53
459;A Perfect Getaway;971209;5.8;124;76;48;61;5.9;29;18;11;62;3.2;102622;50
460;Getting Even with Dad;109891;3.3;12;1;11;8;0;3;0;3;0;2.4;2200;29
461;Go Fish;109913;6.6;13;10;3;76;7.4;5;4;1;80;3.2;898;54
462;A Good Man in Africa;109920;4.4;8;1;7;12;0;2;0;2;0;2.9;306;34
463;Guilty as Sin;107057;5.2;13;5;8;38;0;3;2;1;66;2.8;474;30
464;Hard Target;107076;5.2;29;14;15;48;5.6;7;4;3;57;0;0;0
465;Heaven & Earth;107096;5.2;17;8;9;47;5.8;5;2;3;40;3.6;1458;71
466;Hot Shots! Part Deux;107144;5.6;28;17;11;60;5.8;6;3;3;50;3;9890;61
467;Live Nude Girls;113674;4.4;8;3;5;37;0;1;1;0;100;3.2;368;46
468;The Englishman Who Went Up a Hill But Came Down a Mountain;112966;5.8;22;13;9;59;7;5;4;1;80;3;3033;50
469;The House of the Spirits;107151;5.4;14;6;8;42;0;3;1;2;33;3.7;3169;74
470;House Party 3;110064;2.7;6;0;6;0;0;0;0;0;0;0;0;0
471;The Hudsucker Proxy;110074;6.2;38;22;16;57;4.1;9;2;7;22;3.6;10291;80
472;I'll Do Anything;110097;5.2;17;10;7;58;0;3;3;0;100;3;481;40
473;In the Army Now;110123;2.2;21;0;21;0;2.5;5;0;5;0;2.5;3672;47
474;In the Line of Fire;107206;7.6;41;39;2;95;8.3;7;6;1;85;3.4;7831;72
475;In the Name of the Father;107207;7.6;39;37;2;94;7.4;9;8;1;88;4;10715;92
476;The Inkwell;110137;5;7;2;5;28;0;2;1;1;50;3.8;507;78
477;What's Love Got to Do with It;108551;7.5;33;32;1;96;8.2;7;7;0;100;3.6;9612;83
478;Jimmy Hollywood;110197;4.1;20;3;17;15;0;3;0;3;0;2.5;544;24
479;Judgment Night;107286;4.2;15;4;11;26;3.2;5;1;4;20;3.1;2059;53
480;Jurassic Park;107290;7.2;38;33;5;86;7.1;10;9;1;90;3.6;91260;81
481;Kalifornia;107302;6.2;24;16;8;66;0;2;1;1;50;3.2;9852;63
482;Killing Zoe;110265;5.1;25;10;15;40;0;2;0;2;0;3.4;3407;65
483;King of the Hill;107322;7.9;25;24;1;96;7.8;7;6;1;85;3.6;963;77
484;Lassie;110305;6.8;8;6;2;75;0;2;2;0;100;2.9;2576;52
485;Last Action Hero;107362;4.9;37;14;23;37;4.6;5;1;4;20;2.6;11445;43
486;Life with Mikey;107413;3.9;9;2;7;22;0;2;0;2;0;2.8;1377;39
487;Lightning Jack;110353;3.4;16;1;15;6;3.9;6;1;5;16;2.8;2199;43
488;M. Butterfly;107468;0;0;0;0;0;0;0;0;0;0;0;0;0
489;Made in America;107478;3.9;28;8;20;28;0;3;1;2;33;2.5;4179;38
490;Malice;107497;5.8;18;10;8;55;0;3;0;3;0;3;2429;42
491;The Man Without a Face;107501;5.7;20;12;8;60;0;3;2;1;66;3.1;5277;63
492;Manhattan Murder Mystery;107507;6.9;21;19;2;90;0;3;3;0;100;3.7;4405;81
493;Menace II Society;107554;7.4;34;29;5;85;8;8;7;1;87;3.8;14420;88
494;Executive Decision;116253;6;37;24;13;64;6.3;10;6;4;60;2.9;5176;51
495;Ai no korîda;74102;7.5;28;23;5;82;0;1;1;0;100;3.5;1565;67
496;What Happened Was...;111689;7;20;18;2;90;0;4;3;1;75;4.1;120;84
497;Much Ado About Nothing;107616;7.1;41;37;4;90;6.8;8;6;2;75;3.6;9764;82
498;Mr. Jones;107611;5.2;13;6;7;46;0;2;1;1;50;3;1067;45
499;Mr. Wonderful;107613;5.9;18;10;8;55;6.1;5;3;2;60;3.1;870;46
500;Mrs. Doubtfire;107614;5.7;42;27;15;64;0;2;1;1;50;3.4;61130;73
501;Naked;107653;8;21;19;2;90;0;2;2;0;100;4.3;3386;92
502;The Next Karate Kid;110657;3.6;17;1;16;5;0;4;0;4;0;0;0;0
503;The New Age;110649;6;11;7;4;63;0;3;2;1;66;3.1;82;40
504;No Escape;110678;5.1;15;8;7;53;0;3;0;3;0;3;2147;43
505;North;110687;3;18;2;16;11;0;3;0;3;0;2.6;2932;32
506;Orlando;107756;6.2;26;21;5;80;0;2;1;1;50;3.9;2705;81
507;A Perfect World;107808;7.2;27;22;5;81;7.4;5;4;1;80;3.5;7814;77
508;Philadelphia;107818;6.5;43;32;11;74;6.7;5;4;1;80;3.7;20896;87
509;The Piano;107822;8;45;40;5;88;9.3;7;7;0;100;3.7;12303;86
510;Poetic Justice;107840;4.6;14;5;9;35;0;3;1;2;33;3.4;5709;83
511;The Program;107889;5;14;5;9;35;0;3;1;2;33;3.6;2842;77
512;The Puppet Masters;111003;4.9;22;6;16;27;4;5;0;5;0;2.8;1068;38
513;Radioland Murders;110939;4;15;3;12;20;0;2;0;2;0;3.1;601;52
514;The Ref;110955;6.6;41;32;9;78;5.6;8;4;4;50;3.3;3390;73
515;The Remains of the Day;107943;8.4;38;37;1;97;8.3;8;7;1;87;3.8;6319;86
516;Renaissance Man;110971;4.4;18;3;15;16;0;3;0;3;0;2.9;2575;54
517;Rising Sun;107969;5.1;35;12;23;34;5.2;11;4;7;36;2.9;4796;47
518;The Road to Wellville;111001;4.9;16;7;9;43;0;2;1;1;50;2.8;1442;39
519;RoboCop 3;107978;3.1;28;1;27;3;3;6;0;6;0;2.3;6600;21
520;Robin Hood: Men in Tights;107977;5.1;22;10;12;45;0;1;0;1;0;3.5;45946;79
521;Romeo Is Bleeding;107983;4.5;34;8;26;23;3.6;9;0;9;0;3.3;1704;62
522;Romper Stomper;105275;6.2;24;19;5;79;0;4;1;3;25;3.5;11581;72
523;Ruby in Paradise;108000;7.8;15;14;1;93;0;2;2;0;100;3.8;186;77
524;Rudy;108002;6.8;34;27;7;79;6.7;8;6;2;75;3.7;21916;88
525;The Saint of Fort Washington;108026;6.5;9;6;3;66;0;3;2;1;66;3.9;305;84
526;Les nuits fauves;105032;0;0;0;0;0;0;0;0;0;0;0;0;0
527;Schindler's List;108052;8.8;59;57;2;96;8.4;10;10;0;100;4.3;83125;96
528;The Last Boy Scout;102266;5.1;30;13;17;43;0;4;2;2;50;3.3;11177;66
529;Searching for Bobby Fischer;108065;8.1;33;33;0;100;8.4;8;8;0;100;3.5;3580;81
530;Second Best;328390;5;16;6;10;37;4.5;8;2;6;25;3;174;37
531;The Secret Garden;108071;8.1;17;16;1;94;0;3;2;1;66;3.3;14794;72
532;Serial Mom;111127;5.8;44;27;17;61;4;8;1;7;12;3;6394;62
533;Kagemusha;80979;7.5;19;16;3;84;0;2;1;1;50;4.2;4005;91
534;Shadowlands;108101;8;28;27;1;96;8.8;6;6;0;100;3.9;3260;85
535;Short Cuts;108122;7.8;51;48;3;94;8.1;8;7;1;87;3.9;5867;87
536;A Simple Twist of Fate;111194;5.5;19;9;10;47;0;2;0;2;0;3.1;1672;52
537;Sairen;494815;0;0;0;0;0;0;0;0;0;0;0;0;0
538;Six Degrees of Separation;108149;7.1;30;27;3;90;0;3;1;2;33;3.3;3720;67
539;Sleepless in Seattle;108160;6.5;43;31;12;72;5.6;10;6;4;60;3.3;36965;75
540;Sliver;108162;3.6;24;3;21;12;0;2;0;2;0;2.5;2511;34
541;Blade Runner;83658;0;0;0;0;0;0;0;0;0;0;0;0;0
542;Son in Law;108186;3.8;17;4;13;23;0;3;0;3;0;2.9;5679;62
543;So I Married an Axe Murderer;108174;5.3;30;15;15;50;5;8;3;5;37;3;11154;66
544;Striking Distance;108238;3.6;19;3;16;15;0;2;0;2;0;2.8;4532;39
545;Harem suaré;179841;0;1;1;0;100;0;0;0;0;0;0;0;0
546;Super Mario Bros.;108255;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
547;Surviving the Game;111323;4.3;13;3;10;23;0;1;0;1;0;3;1673;48
548;Terminal Velocity;111400;3.6;20;3;17;15;0;3;0;3;0;2.6;1883;25
549;Thirty Two Short Films About Glenn Gould;108328;8;17;15;2;88;0;3;3;0;100;3.8;1129;79
550;Threesome;111418;4.4;23;6;17;26;4.1;6;1;5;16;3;1708;52
551;The Nightmare Before Christmas;107688;8.2;70;68;2;97;8.2;17;17;0;100;3.8;124838;89
552;The Three Musketeers;108333;4.8;24;7;17;29;0;3;0;3;0;3.2;13783;67
553;Tombstone;108358;6.4;39;30;9;76;0;3;0;3;0;3.8;31660;93
554;Law & Order: Trial by Jury;406429;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
555;True Romance;108399;7.5;44;40;4;90;6.2;9;7;2;77;3.9;43205;90
556;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;57012;9;58;58;0;100;8.6;8;8;0;100;4.2;33662;94
558;The Pagemaster;110763;4.6;15;3;12;20;5;6;2;4;33;2.8;7531;49
559;2 Days in Paris;841044;6.8;113;96;17;84;6.9;34;30;4;88;3.6;27100;71
560;The Beans of Egypt, Maine;109226;0;3;1;2;33;0;0;0;0;0;0;0;0
561;Killer Movie;988083;0;1;0;1;0;0;0;0;0;0;0;0;0
562;Welcome to the Dollhouse;114906;7.9;46;41;5;89;8.1;7;6;1;85;3.7;6911;84
563;Germinal;107002;6.9;10;9;1;90;0;2;2;0;100;3.7;511;71
564;Chugyeogja;1190539;6.7;27;22;5;81;6.8;5;4;1;80;4;1927;88
565;Cronos;104029;7.3;35;31;4;88;7.8;7;6;1;85;3.5;3398;68
566;Naked in New York;110623;6.1;11;6;5;54;0;3;1;2;33;2.9;444;34
567;Kika;107315;5.7;13;8;5;61;5.1;5;2;3;40;0;0;0
568;Bhaji on the Beach;106408;7.4;8;7;1;87;0;2;2;0;100;3.3;372;60
569;Little Big League;110363;5.2;15;5;10;33;0;3;2;1;66;2.9;2288;50
570;Kådisbellan;107349;6.9;9;8;1;88;0;1;1;0;100;3.5;76;59
571;Wide-Eyed and Legless;111709;6;5;2;3;40;0;2;1;1;50;0;0;0
572;Foreign Student;109828;0;3;1;2;33;0;0;0;0;0;0;0;0
573;Io speriamo che me la cavo;107225;6.2;7;4;3;57;0;2;1;1;50;3.6;412;71
574;Spanking the Monkey;111252;7.2;21;19;2;90;0;2;2;0;100;3.1;824;52
575;The Little Rascals;110366;3.8;10;2;8;20;0;0;0;0;0;0;0;0
577;Andre;109120;5.3;16;7;9;43;0;2;0;2;0;2.7;2286;52
579;La scorta;108059;5.9;7;4;3;57;0;3;0;3;0;3.3;52;59
580;Princess Caraboo;110892;5.7;14;8;6;57;0;3;0;3;0;3;723;43
581;The Celluloid Closet;112651;7.8;24;23;1;95;8.6;5;5;0;100;3.9;1222;87
582;Métisse;107642;5.9;6;4;2;66;0;2;1;1;50;0;0;0
583;Caro diario;109382;6.7;9;6;3;66;0;2;0;2;0;4.1;936;86
585;The Brady Bunch Movie;112572;5.7;38;23;15;60;6.4;11;7;4;63;2.4;3906;38
586;Home Alone;99785;5;30;14;16;46;0;2;0;2;0;3.3;66201;74
587;Ghost;99653;6.8;42;34;8;80;0;4;4;0;100;3.5;62365;79
588;Aladdin;103639;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
589;Terminator 2: Judgment Day;103064;8.4;42;41;1;97;7.4;11;10;1;90;3.7;77100;88
590;Dances with Wolves;99348;7;46;35;11;76;6.9;10;7;3;70;3.6;28000;84
591;Tough and Deadly;114706;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
592;Batman;60153;6.2;22;18;4;81;0;1;1;0;100;3;13951;51
593;The Silence of the Lambs;102926;8.5;52;50;2;96;7.8;11;10;1;90;4;98921;93
594;Snow White and the Seven Dwarfs;29583;0;0;0;0;0;0;0;0;0;0;0;0;0
595;Beauty and the Beast;101414;8;57;52;5;91;7.8;18;17;1;94;3.7;81050;85
596;Pinocchio;32910;9;37;37;0;100;8.5;5;5;0;100;3.3;19102;66
597;Pretty Woman;100405;5.7;55;34;21;61;5.9;9;6;3;66;3.5;200724;68
598;Okno v Parizh;110719;5.4;7;3;4;42;0;1;0;1;0;3.9;42;88
599;The Wild Bunch;65214;8.8;38;37;1;97;8.2;7;6;1;85;4;8004;90
600;Love and a .45;110395;6.2;6;5;1;83;0;0;0;0;0;0;0;0
602;A Great Day in Harlem;109934;7.5;18;16;2;88;7.1;7;6;1;85;3.9;85;82
603;Bye Bye Love;112606;4.2;21;4;17;19;0;3;1;2;33;2.9;1015;49
605;One Fine Day;117247;5.7;29;13;16;44;5.8;6;1;5;16;3.1;7990;63
606;Candyman: Farewell to the Flesh;112625;4.9;10;4;6;40;0;1;0;1;0;2.7;4578;44
608;Fargo;116282;8.4;66;62;4;93;7.6;21;18;3;85;3.9;48610;91
609;Homeward Bound II: Lost in San Francisco;116552;5.7;16;9;7;56;6.4;7;5;2;71;2.9;5368;53
610;Heavy Metal;82509;5.7;25;15;10;60;5.4;5;3;2;60;3.3;6386;69
611;Hellraiser: Bloodline;116514;3.5;10;3;7;30;0;1;0;1;0;2.9;4846;52
612;The Pallbearer;117283;5;18;7;11;38;0;4;2;2;50;2.3;1285;14
613;Jane Eyre;780362;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
614;Loaded;893406;0;0;0;0;0;0;0;0;0;0;0;0;0
615;Pane e cioccolata;70506;0;4;4;0;100;0;0;0;0;0;0;0;0
616;The AristoCats;65421;6.1;26;17;9;65;0;4;3;1;75;3.3;23247;71
617;La flor de mi secreto;113083;7;23;19;4;82;6.6;11;8;3;72;3.7;1997;75
618;Two Much;118001;3.6;7;1;6;14;0;3;0;3;0;2.7;947;33
619;Ed;247091;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
620;Cerro Torre: Schrei aus Stein;102855;0;0;0;0;0;0;0;0;0;0;0;0;0
621;Ma saison préférée;107471;7.3;12;11;1;91;0;3;3;0;100;0;0;0
623;A Modern Affair;113839;0;2;0;2;0;0;1;0;1;0;3.2;63;38
624;Condition Red;112712;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
625;Asfour Stah;90665;0;0;0;0;0;0;0;0;0;0;0;0;0
626;A Thin Line Between Love and Hate;117891;3.5;24;3;21;12;3.2;7;0;7;0;3.5;3360;73
627;The Last Supper;113613;0;0;0;0;0;0;0;0;0;0;0;0;0
628;Primal Fear;117381;6.7;41;30;11;73;7.3;6;4;2;66;3.7;15640;85
629;Rude Boy;81441;0;0;0;0;0;0;0;0;0;0;0;0;0
630;Carried Away;115837;6;22;14;8;63;5.4;6;3;3;50;3.3;256;51
631;All Dogs Go to Heaven 2;115509;0;3;0;3;0;0;1;0;1;0;2.8;10564;48
632;Land and Freedom;114671;7.8;10;8;2;80;0;2;2;0;100;4.3;1552;93
633;Denise Calls Up;112844;6.4;22;17;5;77;6.9;9;7;2;77;3.4;47;67
634;Theodore Rex;114658;0;4;0;4;0;0;0;0;0;0;0;0;0
635;A Family Thing;116275;6.3;22;16;6;72;6.8;6;5;1;83;3.4;546;61
636;Nina Frisk;827729;0;0;0;0;0;0;0;0;0;0;0;0;0
637;Sgt. Bilko;117608;4.4;36;12;24;33;5.4;10;6;4;60;2.6;3074;46
638;Jack & Sarah;113448;6;11;9;2;81;0;2;1;1;50;3.6;1366;74
639;Girl 6;116414;4.6;32;11;21;34;4;11;1;10;9;0;0;0
640;Diabolique;116095;3.8;25;3;22;12;4;6;0;6;0;2.7;1450;35
641;Un indien dans la ville;111543;3.2;8;1;7;12;0;4;0;4;0;2.8;552;34
